ID;Workclass;education;marital-status;occupation;relationship;race;sex
25171;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male
25172;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male
25173;Self-emp-not-inc;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25174;Private;Some-college;Divorced;Other-service;Unmarried;White;Female
25175;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25176;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
25177;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
25178;Private;Assoc-acdm;Never-married;Sales;Not-in-family;White;Female
25179;Private;Doctorate;Never-married;Prof-specialty;Not-in-family;White;Male
25180;Private;7th-8th;Never-married;Sales;Own-child;White;Male
25181;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
25182;Private;5th-6th;Never-married;Farming-fishing;Other-relative;Black;Male
25183;Private;HS-grad;Never-married;Exec-managerial;Not-in-family;White;Male
25184;Private;HS-grad;Never-married;Machine-op-inspct;Own-child;White;Male
25185;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female
25186;Private;Some-college;Never-married;Exec-managerial;Not-in-family;Black;Female
25187;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
25188;Federal-gov;Some-college;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25189;State-gov;7th-8th;Married-civ-spouse;Transport-moving;Husband;White;Male
25190;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female
25191;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25192;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25193;Private;Bachelors;Never-married;Prof-specialty;Own-child;Asian-Pac-Islander;Female
25194;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male
25195;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
25196;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Amer-Indian-Eskimo;Male
25197;Private;Bachelors;Married-spouse-absent;Exec-managerial;Unmarried;White;Male
25198;Private;Assoc-voc;Married-civ-spouse;Craft-repair;Husband;White;Male
25199;State-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
25200;Private;Some-college;Never-married;Other-service;Not-in-family;White;Male
25201;Private;11th;Married-spouse-absent;Transport-moving;Own-child;White;Male
25202;Private;Some-college;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25203;Private;Assoc-voc;Never-married;Farming-fishing;Not-in-family;White;Male
25204;Private;12th;Never-married;Sales;Own-child;White;Female
25205;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25206;Private;HS-grad;Never-married;Transport-moving;Own-child;Black;Male
25207;State-gov;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
25208;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female
25209;?;HS-grad;Never-married;?;Unmarried;Black;Female
25210;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
25211;Private;Masters;Never-married;Prof-specialty;Not-in-family;Black;Male
25212;Self-emp-not-inc;Prof-school;Divorced;Prof-specialty;Unmarried;White;Male
25213;Federal-gov;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male
25214;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
25215;Private;Assoc-acdm;Never-married;Adm-clerical;Own-child;White;Female
25216;Private;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
25217;?;Some-college;Never-married;?;Own-child;White;Female
25218;Local-gov;HS-grad;Married-spouse-absent;Adm-clerical;Unmarried;Black;Female
25219;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male
25220;Private;10th;Married-civ-spouse;Adm-clerical;Husband;White;Male
25221;Private;HS-grad;Married-civ-spouse;Transport-moving;Other-relative;White;Male
25222;Local-gov;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
25223;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25224;Self-emp-inc;Bachelors;Never-married;Farming-fishing;Not-in-family;White;Male
25225;Local-gov;Assoc-acdm;Divorced;Exec-managerial;Not-in-family;Black;Female
25226;?;10th;Divorced;?;Not-in-family;White;Female
25227;Private;HS-grad;Divorced;Exec-managerial;Not-in-family;White;Female
25228;Private;Preschool;Never-married;Other-service;Not-in-family;Asian-Pac-Islander;Female
25229;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
25230;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25231;Private;Bachelors;Separated;Prof-specialty;Not-in-family;White;Male
25232;Self-emp-inc;Some-college;Never-married;Other-service;Own-child;Asian-Pac-Islander;Female
25233;Private;Some-college;Never-married;Transport-moving;Not-in-family;White;Male
25234;Private;HS-grad;Divorced;Tech-support;Own-child;White;Male
25235;Private;HS-grad;Never-married;Farming-fishing;Own-child;White;Male
25236;Private;HS-grad;Divorced;Transport-moving;Unmarried;White;Male
25237;Private;12th;Married-civ-spouse;Adm-clerical;Wife;Black;Female
25238;Private;Bachelors;Never-married;Adm-clerical;Not-in-family;White;Female
25239;?;11th;Divorced;?;Not-in-family;Asian-Pac-Islander;Female
25240;Self-emp-not-inc;11th;Never-married;Craft-repair;Own-child;White;Male
25241;Private;HS-grad;Never-married;Transport-moving;Unmarried;White;Male
25242;Private;Masters;Never-married;Sales;Not-in-family;White;Male
25243;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25244;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
25245;Private;Bachelors;Never-married;Craft-repair;Not-in-family;White;Male
25246;State-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
25247;Self-emp-not-inc;7th-8th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25248;Private;Some-college;Never-married;Sales;Not-in-family;White;Female
25249;Private;Assoc-voc;Widowed;Adm-clerical;Not-in-family;Asian-Pac-Islander;Female
25250;Private;Some-college;Married-civ-spouse;Exec-managerial;Wife;White;Female
25251;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male
25252;Local-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Female
25253;Private;HS-grad;Never-married;Transport-moving;Unmarried;Black;Male
25254;Private;Some-college;Divorced;Sales;Own-child;White;Male
25255;Private;HS-grad;Married-spouse-absent;Handlers-cleaners;Unmarried;White;Female
25256;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female
25257;Private;Bachelors;Widowed;Exec-managerial;Unmarried;White;Female
25258;Self-emp-inc;HS-grad;Married-civ-spouse;Other-service;Husband;Black;Male
25259;Private;Bachelors;Never-married;Sales;Own-child;Asian-Pac-Islander;Male
25260;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
25261;Private;Bachelors;Divorced;Sales;Not-in-family;White;Male
25262;Self-emp-inc;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
25263;Private;Assoc-acdm;Married-civ-spouse;Craft-repair;Husband;White;Male
25264;Private;Assoc-acdm;Never-married;Tech-support;Not-in-family;Black;Male
25265;Private;Bachelors;Divorced;Adm-clerical;Unmarried;White;Female
25266;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female
25267;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
25268;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25269;Private;Assoc-acdm;Never-married;Handlers-cleaners;Own-child;White;Male
25270;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25271;?;Assoc-acdm;Widowed;?;Not-in-family;White;Female
25272;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25273;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female
25274;Private;7th-8th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25275;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
25276;Self-emp-inc;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male
25277;Self-emp-not-inc;7th-8th;Never-married;Handlers-cleaners;Unmarried;Black;Male
25278;Private;Some-college;Married-civ-spouse;Adm-clerical;Husband;White;Male
25279;Local-gov;Bachelors;Married-civ-spouse;Transport-moving;Husband;Black;Male
25280;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
25281;Private;10th;Married-civ-spouse;Craft-repair;Husband;White;Male
25282;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
25283;Private;5th-6th;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25284;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
25285;Private;HS-grad;Married-civ-spouse;Tech-support;Husband;White;Male
25286;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;Black;Male
25287;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25288;Private;Prof-school;Never-married;Prof-specialty;Not-in-family;White;Female
25289;State-gov;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
25290;Private;HS-grad;Separated;Other-service;Unmarried;White;Female
25291;Self-emp-not-inc;Prof-school;Divorced;Prof-specialty;Not-in-family;White;Male
25292;Private;Assoc-voc;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25293;Self-emp-not-inc;Assoc-voc;Never-married;Other-service;Own-child;White;Female
25294;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Male
25295;Private;Masters;Never-married;Exec-managerial;Own-child;White;Male
25296;?;Bachelors;Divorced;?;Unmarried;White;Female
25297;Self-emp-inc;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
25298;Federal-gov;11th;Widowed;Adm-clerical;Not-in-family;White;Female
25299;Self-emp-not-inc;Assoc-voc;Divorced;Other-service;Unmarried;White;Female
25300;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25301;Private;Some-college;Never-married;Handlers-cleaners;Own-child;Black;Male
25302;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25303;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25304;?;7th-8th;Separated;?;Not-in-family;White;Female
25305;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male
25306;Federal-gov;Bachelors;Widowed;Adm-clerical;Not-in-family;White;Female
25307;Federal-gov;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25308;Private;10th;Separated;Adm-clerical;Unmarried;Black;Female
25309;Private;12th;Never-married;Prof-specialty;Own-child;White;Male
25310;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female
25311;Private;Some-college;Divorced;Adm-clerical;Own-child;White;Female
25312;Private;Prof-school;Never-married;Prof-specialty;Unmarried;White;Male
25313;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
25314;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
25315;Private;Some-college;Divorced;Machine-op-inspct;Not-in-family;White;Male
25316;Self-emp-not-inc;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
25317;Private;HS-grad;Divorced;Transport-moving;Not-in-family;White;Male
25318;Private;5th-6th;Never-married;Handlers-cleaners;Not-in-family;White;Male
25319;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
25320;Private;Assoc-voc;Widowed;Exec-managerial;Unmarried;Asian-Pac-Islander;Female
25321;Private;12th;Married-civ-spouse;Sales;Husband;White;Male
25322;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
25323;Private;HS-grad;Never-married;Craft-repair;Own-child;Black;Male
25324;Private;HS-grad;Married-civ-spouse;Exec-managerial;Wife;White;Female
25325;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female
25326;Private;Some-college;Never-married;Other-service;Own-child;White;Male
25327;Private;HS-grad;Separated;Other-service;Not-in-family;Black;Female
25328;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25329;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male
25330;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
25331;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Female
25332;Self-emp-not-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male
25333;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25334;Private;9th;Separated;Craft-repair;Unmarried;Black;Male
25335;Private;10th;Never-married;Other-service;Own-child;Black;Male
25336;Self-emp-inc;Masters;Married-civ-spouse;Sales;Husband;White;Male
25337;Federal-gov;HS-grad;Married-civ-spouse;Adm-clerical;Husband;White;Male
25338;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25339;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
25340;Private;Some-college;Never-married;Sales;Unmarried;White;Male
25341;Private;Bachelors;Never-married;Adm-clerical;Own-child;White;Female
25342;Local-gov;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25343;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25344;Private;Some-college;Divorced;Machine-op-inspct;Unmarried;White;Female
25345;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female
25346;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
25347;Private;10th;Never-married;Handlers-cleaners;Not-in-family;White;Male
25348;Private;5th-6th;Never-married;Farming-fishing;Own-child;White;Male
25349;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25350;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Male
25351;Self-emp-inc;Bachelors;Never-married;Exec-managerial;Own-child;Asian-Pac-Islander;Male
25352;Private;5th-6th;Married-civ-spouse;Craft-repair;Husband;White;Male
25353;Local-gov;HS-grad;Widowed;Exec-managerial;Not-in-family;White;Male
25354;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Female
25355;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Male
25356;Federal-gov;Bachelors;Divorced;Prof-specialty;Not-in-family;White;Male
25357;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
25358;Private;Some-college;Never-married;Sales;Own-child;White;Female
25359;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
25360;?;Bachelors;Married-civ-spouse;?;Wife;Other;Female
25361;State-gov;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
25362;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25363;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male
25364;Private;Some-college;Never-married;Sales;Other-relative;White;Male
25365;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
25366;Private;10th;Never-married;Handlers-cleaners;Not-in-family;White;Female
25367;Private;7th-8th;Married-civ-spouse;Machine-op-inspct;Husband;Other;Male
25368;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female
25369;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
25370;Self-emp-not-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male
25371;Local-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;Black;Male
25372;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
25373;Private;HS-grad;Married-civ-spouse;Other-service;Wife;White;Female
25374;Self-emp-inc;Bachelors;Never-married;Craft-repair;Not-in-family;White;Female
25375;Private;HS-grad;Never-married;Transport-moving;Not-in-family;White;Female
25376;Private;HS-grad;Never-married;Craft-repair;Own-child;White;Male
25377;Private;Some-college;Never-married;Sales;Own-child;Asian-Pac-Islander;Male
25378;Local-gov;HS-grad;Married-civ-spouse;Other-service;Other-relative;White;Male
25379;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
25380;State-gov;Masters;Divorced;Exec-managerial;Not-in-family;White;Male
25381;Local-gov;HS-grad;Widowed;Other-service;Not-in-family;White;Female
25382;Private;Bachelors;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
25383;Local-gov;Masters;Separated;Prof-specialty;Unmarried;White;Female
25384;Local-gov;Assoc-voc;Never-married;Protective-serv;Not-in-family;Black;Female
25385;Private;11th;Never-married;Craft-repair;Own-child;White;Male
25386;Private;Assoc-voc;Divorced;Prof-specialty;Unmarried;White;Female
25387;Private;HS-grad;Married-AF-spouse;Sales;Husband;White;Male
25388;Private;Some-college;Divorced;Craft-repair;Own-child;White;Male
25389;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Female
25390;Private;Bachelors;Never-married;Other-service;Not-in-family;White;Male
25391;Private;Assoc-voc;Never-married;Tech-support;Own-child;White;Female
25392;Self-emp-not-inc;Masters;Never-married;Prof-specialty;Not-in-family;White;Male
25393;Local-gov;Masters;Divorced;Other-service;Unmarried;Black;Female
25394;Private;11th;Divorced;Sales;Other-relative;White;Female
25395;Private;Assoc-acdm;Never-married;Tech-support;Not-in-family;Black;Male
25396;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
25397;Local-gov;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
